timestamp,src_ip,dst_ip,protocol,length,ttl,flags,src_port,dst_port,protocol_name
1762242949.315141,192.168.1.238,10.0.0.90,17,611,65,24,50670,8080,TCP
1762242916.315141,192.168.1.148,10.0.0.214,17,385,55,2,42227,8080,TCP
1762242900.815141,192.168.1.101,10.0.0.92,6,870,68,2,8395,443,UDP
1762242928.015141,192.168.1.182,10.0.0.94,6,668,67,24,9370,443,UDP
1762242975.815141,172.16.66.226,192.168.1.155,1,1500,178,242,2074,8990,UDP
1762242968.615141,192.168.1.145,10.0.0.51,17,421,69,16,19279,22,TCP
1762242939.515141,192.168.1.63,10.0.0.32,17,460,59,2,53743,443,UDP
1762242887.515141,192.168.1.15,10.0.0.147,17,645,70,2,14755,443,UDP
1762242941.615141,192.168.1.108,10.0.0.179,17,422,65,16,10861,22,UDP
1762242961.515141,192.168.1.113,10.0.0.224,17,752,71,2,3183,80,TCP
1762242914.315141,192.168.1.123,10.0.0.239,6,341,61,2,21851,443,TCP
1762242939.315141,192.168.1.153,10.0.0.104,6,597,61,2,39244,80,UDP
1762242971.215141,192.168.1.217,10.0.0.74,17,988,76,16,28247,443,TCP
1762242896.215141,192.168.1.15,10.0.0.217,17,290,64,24,38395,80,UDP
1762242889.915141,192.168.1.250,10.0.0.102,6,435,68,2,56050,80,UDP
1762242946.715141,192.168.1.117,10.0.0.157,17,454,65,18,42306,80,TCP
1762242941.515141,192.168.1.236,10.0.0.39,6,272,65,2,51407,8080,TCP
1762242968.915141,192.168.1.7,10.0.0.239,6,628,63,16,2486,22,TCP
1762242901.315141,192.168.1.5,10.0.0.250,6,403,71,16,15014,80,UDP
1762242929.015141,192.168.1.192,10.0.0.26,6,559,65,16,35517,80,TCP
1762242958.315141,192.168.1.245,10.0.0.25,17,411,62,2,6998,8080,TCP
1762242917.515141,192.168.1.233,10.0.0.56,6,390,68,2,30025,80,TCP
1762242929.815141,192.168.1.35,10.0.0.68,17,467,69,18,25873,22,UDP
1762242980.415141,172.16.116.36,192.168.1.76,6,64,229,184,21253,41906,ICMP
1762242897.315141,192.168.1.63,10.0.0.149,6,733,62,2,48038,22,UDP
1762242944.015141,192.168.1.19,10.0.0.229,6,617,62,18,39441,80,TCP
1762242914.715141,192.168.1.69,10.0.0.63,17,488,63,2,19181,80,TCP
1762242907.815141,192.168.1.121,10.0.0.69,17,417,68,18,14567,22,UDP
1762242960.615141,192.168.1.241,10.0.0.118,17,699,64,24,43354,22,TCP
1762242905.915141,192.168.1.28,10.0.0.216,17,226,61,2,51978,8080,TCP
1762242953.115141,192.168.1.247,10.0.0.11,6,425,71,16,53114,80,TCP
1762242899.215141,192.168.1.162,10.0.0.145,6,610,70,24,39760,80,UDP
1762242965.315141,192.168.1.99,10.0.0.55,17,562,65,24,43248,80,UDP
1762242940.515141,192.168.1.70,10.0.0.145,17,621,61,24,54497,22,TCP
1762242895.115141,192.168.1.111,10.0.0.33,6,420,73,18,64132,8080,TCP
1762242940.615141,192.168.1.15,10.0.0.225,17,353,60,18,20904,22,UDP
1762242967.515141,192.168.1.215,10.0.0.67,17,652,66,24,5842,443,UDP
1762242931.415141,192.168.1.93,10.0.0.100,17,554,61,16,42874,443,UDP
1762242925.615141,192.168.1.21,10.0.0.94,6,650,63,24,11097,80,TCP
1762242892.515141,192.168.1.4,10.0.0.245,17,479,59,2,37658,22,UDP
1762242900.515141,192.168.1.35,10.0.0.232,17,462,72,16,28356,8080,UDP
1762242969.215141,192.168.1.168,10.0.0.35,17,471,60,24,25944,8080,UDP
1762242963.115141,192.168.1.187,10.0.0.144,17,569,54,24,43505,8080,TCP
1762242976.115141,172.16.68.83,192.168.1.39,17,64,146,105,64920,44749,ICMP
1762242912.915141,192.168.1.147,10.0.0.90,6,628,69,24,18154,443,TCP
1762242946.515141,192.168.1.232,10.0.0.136,6,656,69,24,22497,443,UDP
1762242948.015141,192.168.1.154,10.0.0.43,6,426,61,18,46227,8080,TCP
1762242942.015141,192.168.1.6,10.0.0.135,6,480,69,16,37848,443,UDP
1762242941.115141,192.168.1.225,10.0.0.53,17,802,73,2,27051,22,TCP
1762242901.015141,192.168.1.206,10.0.0.72,6,417,60,24,19052,22,TCP
1762242937.715141,192.168.1.8,10.0.0.165,6,744,51,24,12434,22,UDP
1762242958.015141,192.168.1.135,10.0.0.179,17,529,67,18,23116,22,TCP
1762242939.215141,192.168.1.51,10.0.0.39,17,331,59,16,12303,22,UDP
1762242884.815141,192.168.1.152,10.0.0.190,6,771,65,2,49345,80,TCP
1762242979.315141,172.16.165.129,192.168.1.202,17,64,186,233,8734,50714,TCP
1762242929.315141,192.168.1.252,10.0.0.44,6,322,66,16,46849,22,TCP
1762242966.715141,192.168.1.42,10.0.0.32,17,514,53,16,62954,8080,UDP
1762242981.215141,172.16.53.101,192.168.1.177,1,64,247,173,61992,49403,UDP
1762242970.115141,192.168.1.165,10.0.0.196,6,185,73,2,7215,8080,UDP
1762242908.315141,192.168.1.103,10.0.0.205,17,783,64,24,19374,8080,UDP
1762242957.515141,192.168.1.90,10.0.0.128,17,298,64,18,32682,22,TCP
1762242889.315141,192.168.1.18,10.0.0.203,17,543,71,16,54394,80,TCP
1762242966.515141,192.168.1.109,10.0.0.55,17,497,61,24,5627,443,UDP
1762242921.015141,192.168.1.251,10.0.0.25,17,644,64,2,48049,8080,TCP
1762242930.815141,192.168.1.6,10.0.0.142,17,568,56,18,64875,443,TCP
1762242937.615141,192.168.1.65,10.0.0.213,17,408,62,2,33116,8080,TCP
1762242926.415141,192.168.1.145,10.0.0.31,6,371,69,18,12951,80,UDP
1762242940.115141,192.168.1.86,10.0.0.63,17,494,61,18,7494,22,UDP
1762242924.315141,192.168.1.110,10.0.0.33,6,636,65,24,52331,22,UDP
1762242906.715141,192.168.1.250,10.0.0.133,17,397,66,24,53522,80,UDP
1762242972.315141,192.168.1.167,10.0.0.188,17,324,59,24,47240,443,UDP
1762242903.315141,192.168.1.96,10.0.0.207,6,737,60,18,55338,8080,UDP
1762242939.415141,192.168.1.186,10.0.0.14,17,744,59,18,61634,443,UDP
1762242916.615141,192.168.1.164,10.0.0.28,6,396,67,16,12374,22,UDP
1762242939.715141,192.168.1.125,10.0.0.125,17,396,60,18,54075,443,UDP
1762242892.015141,192.168.1.2,10.0.0.246,17,460,59,2,7662,443,UDP
1762242888.115141,192.168.1.108,10.0.0.49,17,432,66,16,54711,8080,UDP
1762242935.515141,192.168.1.137,10.0.0.203,17,427,66,18,51529,443,TCP
1762242921.115141,192.168.1.247,10.0.0.68,6,492,70,16,9971,443,UDP
1762242955.115141,192.168.1.67,10.0.0.175,6,360,56,24,40463,443,UDP
1762242977.615141,172.16.137.105,192.168.1.159,17,1500,80,195,39898,44248,ICMP
1762242971.915141,192.168.1.19,10.0.0.125,17,375,60,16,46270,8080,TCP
1762242899.615141,192.168.1.151,10.0.0.110,17,371,61,18,8517,8080,TCP
1762242926.715141,192.168.1.176,10.0.0.36,6,622,61,2,10340,8080,UDP
1762242930.715141,192.168.1.117,10.0.0.90,6,286,72,18,50080,22,TCP
1762242952.815141,192.168.1.16,10.0.0.40,17,424,68,18,18720,8080,UDP
1762242925.115141,192.168.1.228,10.0.0.4,6,234,70,24,35270,443,TCP
1762242915.615141,192.168.1.201,10.0.0.99,17,568,62,2,1970,443,TCP
1762242950.515141,192.168.1.33,10.0.0.104,6,489,66,2,40685,80,UDP
1762242892.815141,192.168.1.191,10.0.0.220,17,452,75,16,50791,8080,UDP
1762242951.215141,192.168.1.246,10.0.0.68,17,383,63,18,46784,80,UDP
1762242973.115141,172.16.223.201,192.168.1.53,6,1500,30,145,28719,8720,ICMP
1762242912.815141,192.168.1.129,10.0.0.12,6,393,63,24,41499,80,UDP
1762242951.815141,192.168.1.138,10.0.0.106,17,512,65,16,57783,443,TCP
1762242966.415141,192.168.1.39,10.0.0.87,17,518,58,24,62384,8080,UDP
1762242981.715141,172.16.58.68,192.168.1.218,6,1500,250,230,31827,39833,TCP
1762242938.615141,192.168.1.98,10.0.0.237,17,826,71,2,43698,443,UDP
1762242949.815141,192.168.1.144,10.0.0.141,17,357,65,18,53686,80,TCP
1762242920.715141,192.168.1.197,10.0.0.145,17,536,69,18,18327,80,UDP
1762242932.115141,192.168.1.225,10.0.0.248,17,419,61,2,64533,443,UDP
1762242950.815141,192.168.1.101,10.0.0.204,17,650,70,24,15916,80,UDP
1762242886.015141,192.168.1.21,10.0.0.44,6,212,61,24,20077,80,TCP
1762242978.415141,172.16.19.184,192.168.1.195,17,64,101,43,61718,34551,TCP
1762242891.415141,192.168.1.206,10.0.0.220,17,222,67,2,39711,22,TCP
1762242944.915141,192.168.1.23,10.0.0.5,17,676,64,16,39352,22,TCP
1762242971.515141,192.168.1.36,10.0.0.151,6,790,70,2,31048,8080,UDP
1762242917.615141,192.168.1.161,10.0.0.115,6,470,57,24,63113,22,UDP
1762242909.915141,192.168.1.96,10.0.0.8,6,894,62,2,22948,443,UDP
1762242919.715141,192.168.1.112,10.0.0.202,6,159,78,2,51459,8080,UDP
1762242905.315141,192.168.1.45,10.0.0.191,17,524,63,2,40370,8080,UDP
1762242885.215141,192.168.1.2,10.0.0.113,17,368,59,18,28260,22,TCP
1762242903.015141,192.168.1.241,10.0.0.112,17,621,63,18,43956,8080,UDP
1762242918.615141,192.168.1.217,10.0.0.18,17,481,72,16,36352,22,UDP
1762242896.915141,192.168.1.129,10.0.0.98,6,615,61,24,65451,80,UDP
1762242899.915141,192.168.1.37,10.0.0.173,17,568,66,2,55407,8080,UDP
1762242935.815141,192.168.1.176,10.0.0.76,6,302,57,16,59257,80,TCP
1762242886.215141,192.168.1.204,10.0.0.160,17,792,58,16,31588,443,UDP
1762242948.115141,192.168.1.144,10.0.0.27,17,544,60,18,2165,22,TCP
1762242905.215141,192.168.1.170,10.0.0.179,6,376,66,24,64038,8080,TCP
1762242897.215141,192.168.1.216,10.0.0.129,6,392,61,24,8778,443,UDP
1762242924.015141,192.168.1.93,10.0.0.198,6,477,65,18,35093,443,TCP
1762242980.715141,172.16.137.78,192.168.1.85,17,64,132,136,44928,45781,ICMP
1762242968.315141,192.168.1.74,10.0.0.239,6,689,64,24,62354,443,TCP
1762242894.315141,192.168.1.252,10.0.0.56,17,546,67,18,52413,22,UDP
1762242931.615141,192.168.1.46,10.0.0.235,6,404,55,16,28867,22,TCP
1762242933.015141,192.168.1.128,10.0.0.130,6,751,65,16,45140,443,TCP
1762242954.515141,192.168.1.161,10.0.0.182,17,459,69,16,62284,22,UDP
1762242972.015141,192.168.1.189,10.0.0.147,17,484,65,2,2215,8080,TCP
1762242897.415141,192.168.1.139,10.0.0.240,6,341,65,16,5102,443,TCP
1762242978.015141,172.16.236.70,192.168.1.25,6,64,73,91,33384,50248,UDP
1762242938.315141,192.168.1.215,10.0.0.62,6,290,68,18,9555,80,TCP
1762242917.415141,192.168.1.52,10.0.0.187,6,543,67,18,18600,443,UDP
1762242912.115141,192.168.1.130,10.0.0.61,6,541,60,2,61787,443,TCP
1762242920.415141,192.168.1.48,10.0.0.126,6,504,66,18,5410,80,TCP
1762242956.915141,192.168.1.81,10.0.0.135,6,518,69,24,11328,8080,UDP
1762242933.215141,192.168.1.25,10.0.0.65,6,412,64,24,39674,80,UDP
1762242953.615141,192.168.1.160,10.0.0.149,17,490,60,2,57380,443,UDP
1762242967.815141,192.168.1.75,10.0.0.187,6,504,62,18,8373,80,TCP
1762242928.615141,192.168.1.30,10.0.0.194,6,734,72,16,43766,22,TCP
1762242962.515141,192.168.1.62,10.0.0.158,17,449,59,16,45456,443,UDP
1762242972.915141,192.168.1.126,10.0.0.148,17,644,67,24,25186,8080,UDP
1762242945.115141,192.168.1.137,10.0.0.74,17,554,49,16,19634,80,UDP
1762242889.115141,192.168.1.73,10.0.0.215,6,575,55,24,58847,22,UDP
1762242919.115141,192.168.1.42,10.0.0.15,17,684,64,16,2563,80,UDP
1762242906.015141,192.168.1.108,10.0.0.79,17,149,66,24,11929,443,UDP
1762242888.415141,192.168.1.64,10.0.0.159,17,406,74,24,28588,80,TCP
1762242895.715141,192.168.1.188,10.0.0.177,17,689,66,24,41566,8080,UDP
1762242945.615141,192.168.1.122,10.0.0.159,17,572,59,18,56456,443,UDP
1762242952.715141,192.168.1.4,10.0.0.206,17,837,56,18,26298,80,TCP
1762242947.415141,192.168.1.69,10.0.0.95,17,328,67,24,33254,22,UDP
1762242902.115141,192.168.1.15,10.0.0.193,17,638,66,24,58538,22,TCP
1762242892.215141,192.168.1.134,10.0.0.145,6,545,66,18,34401,8080,UDP
1762242944.415141,192.168.1.90,10.0.0.254,6,551,57,16,51995,443,TCP
1762242941.015141,192.168.1.101,10.0.0.206,17,774,63,16,15332,80,TCP
1762242970.215141,192.168.1.166,10.0.0.244,17,398,53,16,18922,8080,UDP
1762242916.015141,192.168.1.208,10.0.0.47,17,320,58,2,31278,80,TCP
1762242930.615141,192.168.1.46,10.0.0.1,17,663,71,24,26809,80,UDP
1762242968.115141,192.168.1.76,10.0.0.54,17,611,72,16,43648,8080,UDP
1762242896.415141,192.168.1.65,10.0.0.59,6,558,67,18,16984,22,UDP
1762242890.915141,192.168.1.172,10.0.0.136,6,541,64,16,57942,443,UDP
1762242936.915141,192.168.1.60,10.0.0.11,17,583,53,2,16334,443,UDP
1762242902.515141,192.168.1.205,10.0.0.222,6,422,62,24,53688,8080,TCP
1762242982.815141,172.16.37.196,192.168.1.15,17,1500,161,63,47059,10872,ICMP
1762242937.915141,192.168.1.144,10.0.0.83,17,411,61,24,10119,443,UDP
1762242918.715141,192.168.1.178,10.0.0.250,6,646,53,2,6891,443,UDP
1762242967.415141,192.168.1.163,10.0.0.247,17,435,73,18,64406,443,TCP
1762242900.915141,192.168.1.175,10.0.0.95,6,216,73,16,48339,22,UDP
1762242916.215141,192.168.1.3,10.0.0.56,6,291,57,2,7743,80,UDP
1762242978.815141,172.16.38.144,192.168.1.210,6,64,238,117,20082,6214,UDP
1762242957.715141,192.168.1.162,10.0.0.187,17,628,64,16,38806,22,UDP
1762242909.715141,192.168.1.118,10.0.0.118,6,518,54,2,12850,8080,UDP
1762242952.015141,192.168.1.147,10.0.0.92,6,624,67,18,45330,80,UDP
1762242908.215141,192.168.1.3,10.0.0.194,6,753,70,18,54133,443,TCP
1762242966.315141,192.168.1.57,10.0.0.225,6,156,68,24,52652,443,TCP
1762242948.515141,192.168.1.185,10.0.0.254,17,443,66,18,43073,80,TCP
1762242888.515141,192.168.1.249,10.0.0.1,6,419,68,24,29859,22,UDP
1762242921.415141,192.168.1.99,10.0.0.233,6,348,64,18,39194,443,TCP
1762242918.915141,192.168.1.159,10.0.0.227,6,538,54,16,35003,443,TCP
1762242967.615141,192.168.1.221,10.0.0.216,17,581,59,18,57368,8080,UDP
1762242954.115141,192.168.1.178,10.0.0.215,6,483,58,24,6626,22,TCP
1762242899.315141,192.168.1.33,10.0.0.85,6,461,64,24,30401,443,TCP
1762242969.815141,192.168.1.194,10.0.0.46,6,749,68,2,41029,443,UDP
1762242884.015141,192.168.1.211,10.0.0.61,6,534,65,16,49827,80,TCP
1762242904.615141,192.168.1.71,10.0.0.50,6,296,52,16,34715,22,UDP
1762242900.615141,192.168.1.193,10.0.0.32,6,575,74,16,6618,8080,TCP
1762242952.515141,192.168.1.69,10.0.0.51,17,619,56,2,56155,443,TCP
1762242902.415141,192.168.1.124,10.0.0.133,6,656,64,18,40123,80,UDP
1762242906.215141,192.168.1.84,10.0.0.30,6,387,70,2,62874,8080,TCP
1762242919.815141,192.168.1.249,10.0.0.39,17,338,65,18,57856,80,UDP
1762242935.115141,192.168.1.218,10.0.0.178,6,536,54,24,23081,8080,TCP
1762242922.115141,192.168.1.54,10.0.0.34,6,363,63,24,2460,80,TCP
1762242937.815141,192.168.1.238,10.0.0.5,17,539,71,16,20546,443,TCP
1762242906.815141,192.168.1.247,10.0.0.29,17,544,66,18,43455,8080,UDP
1762242910.515141,192.168.1.241,10.0.0.195,17,552,56,2,26892,443,UDP
1762242889.415141,192.168.1.132,10.0.0.12,6,340,66,18,10639,22,UDP
1762242963.715141,192.168.1.233,10.0.0.115,17,448,60,18,20005,8080,UDP
1762242978.115141,172.16.236.65,192.168.1.43,17,1500,223,51,33716,13276,UDP
1762242958.915141,192.168.1.164,10.0.0.161,6,325,61,24,22422,8080,TCP
1762242923.415141,192.168.1.227,10.0.0.64,6,545,65,18,29657,443,TCP
1762242978.215141,172.16.69.40,192.168.1.230,17,64,206,36,38446,39754,TCP
1762242894.215141,192.168.1.215,10.0.0.10,6,321,65,16,17333,8080,UDP
1762242940.715141,192.168.1.54,10.0.0.239,17,568,58,16,35605,8080,TCP
1762242883.815141,192.168.1.103,10.0.0.220,17,748,61,16,47538,22,TCP
1762242920.315141,192.168.1.129,10.0.0.218,17,392,54,2,31932,8080,UDP
1762242913.715141,192.168.1.160,10.0.0.73,6,423,63,2,8032,80,UDP
1762242976.915141,172.16.117.79,192.168.1.111,17,1500,47,19,43724,61314,TCP
1762242962.915141,192.168.1.86,10.0.0.221,17,519,65,2,31256,443,TCP
1762242971.815141,192.168.1.159,10.0.0.112,6,704,57,24,1539,443,TCP
1762242917.715141,192.168.1.168,10.0.0.7,6,443,63,24,18872,8080,UDP
1762242904.815141,192.168.1.243,10.0.0.82,17,478,60,18,14355,80,TCP
1762242925.015141,192.168.1.169,10.0.0.112,17,353,67,18,29950,443,UDP
1762242896.515141,192.168.1.89,10.0.0.27,17,333,62,16,31815,22,TCP
1762242980.915141,172.16.175.43,192.168.1.239,6,64,29,129,10451,25994,UDP
1762242938.215141,192.168.1.115,10.0.0.154,6,426,60,2,44153,80,UDP
1762242939.915141,192.168.1.58,10.0.0.97,6,377,64,18,57676,80,TCP
1762242883.715141,192.168.1.21,10.0.0.148,17,708,70,2,30016,443,UDP
1762242910.715141,192.168.1.52,10.0.0.195,17,64,72,2,58748,8080,UDP
1762242913.115141,192.168.1.130,10.0.0.34,6,361,70,16,58680,8080,UDP
1762242898.115141,192.168.1.123,10.0.0.133,6,579,60,24,3599,8080,UDP
1762242980.015141,172.16.21.113,192.168.1.189,6,64,243,203,15636,5783,ICMP
1762242911.015141,192.168.1.39,10.0.0.160,6,438,63,2,33720,80,UDP
1762242913.915141,192.168.1.68,10.0.0.249,17,563,52,16,28429,22,TCP
1762242964.915141,192.168.1.111,10.0.0.132,17,516,62,18,29335,22,UDP
1762242959.115141,192.168.1.21,10.0.0.29,6,353,53,16,22316,443,TCP
1762242902.815141,192.168.1.96,10.0.0.57,17,525,56,24,44083,80,TCP
1762242953.915141,192.168.1.152,10.0.0.164,6,756,66,18,14945,8080,UDP
1762242891.615141,192.168.1.164,10.0.0.41,6,551,60,18,55851,8080,UDP
1762242920.515141,192.168.1.254,10.0.0.44,17,372,62,2,33287,8080,TCP
1762242961.015141,192.168.1.151,10.0.0.189,17,328,68,18,17208,443,UDP
1762242912.715141,192.168.1.225,10.0.0.233,17,238,59,24,20977,80,UDP
1762242938.115141,192.168.1.204,10.0.0.78,17,505,69,18,21494,80,UDP
1762242933.915141,192.168.1.174,10.0.0.143,6,714,51,18,58587,22,TCP
1762242911.815141,192.168.1.187,10.0.0.210,17,303,64,18,25965,8080,TCP
1762242932.915141,192.168.1.67,10.0.0.168,6,751,63,2,28856,22,UDP
1762242979.615141,172.16.251.112,192.168.1.2,6,64,239,125,21305,58467,ICMP
1762242908.615141,192.168.1.155,10.0.0.43,6,632,68,2,21770,22,UDP
1762242898.415141,192.168.1.231,10.0.0.181,6,571,67,16,51757,22,UDP
1762242981.615141,172.16.168.207,192.168.1.238,17,64,81,140,49854,25474,ICMP
1762242977.115141,172.16.34.2,192.168.1.123,6,1500,29,111,9700,6790,UDP
1762242895.615141,192.168.1.252,10.0.0.239,17,459,66,16,61848,8080,TCP
1762242940.915141,192.168.1.188,10.0.0.194,6,556,70,24,56432,443,TCP
1762242883.515141,192.168.1.72,10.0.0.126,6,593,69,24,54331,8080,TCP
1762242927.315141,192.168.1.22,10.0.0.220,17,723,71,24,41720,8080,UDP
1762242901.215141,192.168.1.1,10.0.0.154,6,394,67,24,36936,80,TCP
1762242906.515141,192.168.1.75,10.0.0.51,17,541,63,16,20065,22,TCP
1762242905.415141,192.168.1.62,10.0.0.226,6,516,56,24,5899,22,UDP
1762242917.815141,192.168.1.128,10.0.0.3,17,486,62,16,1414,443,TCP
1762242945.415141,192.168.1.129,10.0.0.38,6,421,67,24,47775,8080,UDP
1762242908.715141,192.168.1.137,10.0.0.240,17,155,62,24,23910,22,UDP
1762242966.115141,192.168.1.151,10.0.0.162,17,660,64,16,23523,22,UDP
1762242949.115141,192.168.1.241,10.0.0.23,17,545,71,24,43838,443,TCP
1762242905.015141,192.168.1.28,10.0.0.79,17,207,63,2,21714,8080,TCP
1762242926.115141,192.168.1.136,10.0.0.247,6,537,59,18,22085,80,UDP
1762242928.815141,192.168.1.28,10.0.0.203,17,398,67,24,2208,443,UDP
1762242980.815141,172.16.169.122,192.168.1.49,17,1500,140,153,4424,22761,UDP
1762242893.415141,192.168.1.190,10.0.0.253,6,675,65,18,1888,8080,TCP
1762242885.115141,192.168.1.53,10.0.0.252,17,392,59,24,15883,8080,TCP
1762242916.815141,192.168.1.90,10.0.0.78,6,609,52,16,57833,80,TCP
1762242922.315141,192.168.1.161,10.0.0.8,17,383,63,16,12642,443,TCP
1762242904.215141,192.168.1.29,10.0.0.192,17,594,63,24,26649,22,TCP
1762242911.315141,192.168.1.113,10.0.0.122,17,521,63,2,29955,443,UDP
1762242897.615141,192.168.1.81,10.0.0.6,6,549,63,24,51543,443,UDP
1762242915.315141,192.168.1.240,10.0.0.1,17,442,70,24,63085,80,TCP
1762242902.015141,192.168.1.207,10.0.0.12,6,750,63,18,7852,22,TCP
1762242890.315141,192.168.1.130,10.0.0.117,6,317,76,2,21197,80,UDP
1762242982.415141,172.16.154.153,192.168.1.26,17,1500,45,188,20649,62182,ICMP
1762242916.515141,192.168.1.187,10.0.0.218,6,832,55,18,62885,8080,UDP
1762242916.415141,192.168.1.252,10.0.0.14,6,498,64,2,26105,8080,TCP
1762242894.815141,192.168.1.208,10.0.0.5,6,255,65,16,23802,8080,TCP
1762242886.815141,192.168.1.49,10.0.0.118,6,388,56,18,11577,80,TCP
1762242944.515141,192.168.1.229,10.0.0.196,17,418,63,24,28305,8080,UDP
1762242941.915141,192.168.1.196,10.0.0.67,6,344,67,2,53616,80,TCP
1762242906.315141,192.168.1.30,10.0.0.247,6,618,59,18,16906,80,UDP
1762242900.215141,192.168.1.104,10.0.0.190,17,414,60,18,48258,22,TCP
1762242887.015141,192.168.1.59,10.0.0.203,17,710,61,24,30869,8080,TCP
1762242903.915141,192.168.1.237,10.0.0.179,6,644,64,18,18265,80,UDP
1762242894.415141,192.168.1.249,10.0.0.30,6,690,69,2,5078,443,UDP
1762242913.315141,192.168.1.172,10.0.0.78,6,702,70,18,18328,80,UDP
1762242954.215141,192.168.1.163,10.0.0.57,6,352,58,2,18599,80,UDP
1762242981.815141,172.16.118.91,192.168.1.189,17,1500,106,43,42880,45837,ICMP
1762242962.315141,192.168.1.17,10.0.0.62,17,277,71,24,7796,80,TCP
1762242959.215141,192.168.1.253,10.0.0.63,6,621,66,18,36779,8080,UDP
1762242919.515141,192.168.1.144,10.0.0.229,17,418,70,18,9717,8080,UDP
1762242928.415141,192.168.1.226,10.0.0.62,17,339,67,24,50580,8080,UDP
1762242974.815141,172.16.163.231,192.168.1.3,17,1500,116,81,15333,30989,UDP
1762242949.615141,192.168.1.197,10.0.0.140,6,302,65,18,61550,80,UDP
1762242906.915141,192.168.1.92,10.0.0.132,6,650,66,16,53125,8080,TCP
1762242942.415141,192.168.1.94,10.0.0.192,17,461,62,18,29136,8080,TCP
1762242907.915141,192.168.1.116,10.0.0.34,6,621,53,24,13639,443,TCP
1762242919.615141,192.168.1.90,10.0.0.28,6,384,64,24,9945,8080,TCP
1762242902.615141,192.168.1.179,10.0.0.222,6,252,66,2,47189,22,TCP
1762242946.915141,192.168.1.16,10.0.0.68,6,431,73,24,42887,443,UDP
1762242923.815141,192.168.1.99,10.0.0.59,6,305,63,18,48669,443,TCP
1762242894.115141,192.168.1.206,10.0.0.194,6,494,71,16,39021,443,TCP
1762242981.515141,172.16.93.140,192.168.1.133,17,64,133,178,22555,35892,TCP
1762242931.915141,192.168.1.99,10.0.0.134,6,632,71,2,40540,443,TCP
1762242931.515141,192.168.1.241,10.0.0.77,6,413,70,16,14033,443,UDP
1762242960.315141,192.168.1.240,10.0.0.105,17,365,59,16,19795,80,UDP
1762242929.115141,192.168.1.225,10.0.0.179,17,368,65,18,45172,22,TCP
1762242934.015141,192.168.1.24,10.0.0.152,6,514,68,16,13490,80,TCP
1762242930.515141,192.168.1.221,10.0.0.47,17,509,62,24,39332,443,UDP
1762242901.915141,192.168.1.137,10.0.0.50,17,396,66,16,8154,8080,UDP
1762242892.115141,192.168.1.254,10.0.0.191,6,423,66,18,38443,22,TCP
1762242946.815141,192.168.1.129,10.0.0.47,6,536,55,18,61337,80,TCP
1762242967.015141,192.168.1.142,10.0.0.93,6,894,64,16,31631,80,TCP
1762242912.215141,192.168.1.220,10.0.0.22,6,488,67,24,31157,443,TCP
1762242927.015141,192.168.1.115,10.0.0.6,17,564,74,24,8957,8080,UDP
1762242911.115141,192.168.1.130,10.0.0.178,17,545,64,24,44147,443,UDP
1762242889.215141,192.168.1.167,10.0.0.185,17,181,60,16,9068,22,UDP
1762242964.715141,192.168.1.83,10.0.0.179,6,698,65,16,2402,443,TCP
1762242915.715141,192.168.1.124,10.0.0.253,17,320,59,18,15717,443,UDP
1762242911.515141,192.168.1.113,10.0.0.147,6,594,69,2,39391,80,TCP
1762242918.315141,192.168.1.11,10.0.0.239,17,485,58,16,23514,22,UDP
1762242973.315141,172.16.204.210,192.168.1.224,1,1500,36,61,43360,61063,ICMP
1762242978.515141,172.16.225.177,192.168.1.191,6,1500,2,97,61109,53694,ICMP
1762242959.915141,192.168.1.192,10.0.0.49,6,377,69,16,18089,80,UDP
1762242930.415141,192.168.1.158,10.0.0.140,6,454,56,18,34213,443,TCP
1762242928.515141,192.168.1.21,10.0.0.185,6,500,58,2,59211,22,UDP
1762242913.815141,192.168.1.247,10.0.0.26,6,642,68,2,49315,443,UDP
1762242952.415141,192.168.1.248,10.0.0.246,17,446,63,2,29403,80,TCP
1762242956.715141,192.168.1.35,10.0.0.38,6,394,49,16,7064,8080,TCP
1762242962.815141,192.168.1.217,10.0.0.173,17,667,67,24,52161,80,TCP
1762242957.415141,192.168.1.202,10.0.0.17,17,426,61,18,61782,80,UDP
1762242950.715141,192.168.1.222,10.0.0.171,17,632,76,24,46453,443,TCP
1762242978.315141,172.16.190.159,192.168.1.84,1,64,49,7,53804,63249,TCP
1762242903.515141,192.168.1.222,10.0.0.85,6,316,63,24,21447,80,TCP
1762242920.815141,192.168.1.37,10.0.0.13,6,370,56,24,13266,22,TCP
1762242887.115141,192.168.1.170,10.0.0.252,6,259,60,18,7159,8080,UDP
1762242970.815141,192.168.1.86,10.0.0.55,17,532,54,2,44024,22,TCP
1762242894.515141,192.168.1.190,10.0.0.242,17,604,66,18,63263,22,TCP
1762242929.915141,192.168.1.192,10.0.0.19,17,452,66,2,19714,8080,TCP
1762242920.915141,192.168.1.160,10.0.0.212,6,367,69,16,52515,8080,UDP
1762242949.715141,192.168.1.204,10.0.0.218,6,413,67,2,35576,22,TCP
1762242919.215141,192.168.1.99,10.0.0.192,17,481,62,18,26512,22,UDP
1762242914.215141,192.168.1.184,10.0.0.214,6,757,63,16,26397,443,UDP
1762242938.515141,192.168.1.92,10.0.0.89,17,531,66,18,23427,443,UDP
1762242957.015141,192.168.1.90,10.0.0.210,17,427,64,18,31365,22,TCP
